overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
1,,False,"07 8, 2017",A1EWDDCU5RMZB4,B00BXLW5QC,,Shea Sanchez,Mine doesn't turn on,One Star,1499472000,
1,,True,"10 25, 2016",A2ZS47ALC8KA4J,B0078EPRVS,,Amazon Customer,I was hacked and didn't purchase any gift cards,HACKED,1477353600,
1,,True,"05 22, 2018",A3T97SA0BAU1JX,B004LLIKVU,{'Gift Amount:': ' 50'},Stephen Whalen,"Had backoffice problems
Canceled
Steve W",One Star,1526947200,
1,,True,"11 4, 2017",A4FF6QYRRYHZQ,B00KFLZVQM,,anthony munoz,"Card didn't even work what a waste of money, disappointing",One Star,1509753600,
1,,False,"12 2, 2015",A1SHZOXU6PMI0Q,B00PMLD91O,,Shalbhadra Bafna M.D.,Amazon should send confirmation to sender of gift cards,Gift cards problems,1449014400,
1,,True,"07 21, 2018",A1O1ULF2I2WDZG,B00PGOMSU0,,Amazon Customer,Be ware of this gift card go with AMC or other movie theatre gift cards.,One Star,1532131200,
1,,True,"05 20, 2016",A355H53AJ482ST,B00F3ZMTO2,{'Format:': ' Online Code'},Colin,Likely my fault. This does not work with the microsoft store for hardware.,One Star,1463702400,
1,,True,"12 4, 2017",A2PLDDJJE84WT6,B00ET5WBU4,,Rachel,Didn't work with app,Do not buy,1512345600,
1,,False,"02 25, 2014",A2ZYD5O121HRA1,B00F2RZMEA,,Amazon Customer,Was determined to purchase this gift certificate until I read the reviews.  Just cannot stress out the intended with card that may not work.,Burger King Gift Certificate,1393286400,
1,,False,"01 23, 2017",A250L1EQ1NU2A0,B00KV30IHG,,N.Moore,"U have to be crazy or feel the need to throw away good hard earned money to buy a iTunes gift card from a vendor on here, as someone who prides themselves on making good resonable purchases don't do this Apple allows you to buy the gift card at no charge you can email them their card without the worry of it be lost or stolen or  if you want it to be in a cart Apple will allow you to pick out a card mailed him a card at no charge.",Don't waste your $$$,1485129600,
1,,True,"01 22, 2012",AQVF60ODZAOUO,B0062ONETC,,mom,"I bought a gift card for my 16 year old daughter who has a Kindle.  When she tried to use it to buy an e-book, the system said it needed a credit card on file.  It did charge against the gift card but she had to have a credit card on file.  16 year-olds don't have credit cards - that's why I got her the gift card!!!",still need a credit card for Kindle e-books,1327190400,
1,,True,"11 21, 2017",A29BCF36IT5P3,B00BXLSGHO,,TexasTradition,"I have two adult children with kids of their own that I would like to purchase $100 gift cards for Christmas.  However, I'm only allowed to purchase one.  For that reason, I will not be purchasing these on Amazon as I have done for the past several years.  I'm sure there's reasoning behind this, but it doesn't fit my situation so I'm going elsewhere.","Want to buy two, but only allowed to purchase one",1511222400,
1,4,False,"06 12, 2015",A9E9Q0BC20AAC,B00PGOMSU0,,Mr. C,"I completely agree with all these 1-star voters. These gift cards are a rip off! Might as well give your friends and family real cash instead of this junk. Firstly, you can only redeem these gift cards online at fandango.com. Secondly, they charge a convenience fee of $1.35 per ticket, reducing the value of your gift card. Completely dissatisfied with this. Will be the last time I buy such a card or buy tickets from Fandango.",What a rip off!,1434067200,
1,,True,"02 3, 2013",A3F986RJAOT1N1,B00895H7FO,,johanna starkey,I have now found out I can not use the kindle fire in England with my amazon .uk  so it is going back so I have a gift card I can not use as well,Not happy,1359849600,
1,4,False,"01 28, 2017",APTS2AIW282VH,B005ESMF5G,{'Gift Amount:': ' 50'},Autumn Varty,I will never buy a gift card from amazon for anyone! This is card is poorly designed when you  scratch off the code the whole sticker comes off!!! Had talk to a lady for 20 mins to only tell me i have to wait another two days to use my card so they can send me my code through email!! Wow another way to get more money by people not wanting to to take time out of there day just to get a code! Never will buy gift card for this company :/,Gift card designed to fail,1485561600,['https://images-na.ssl-images-amazon.com/images/I/61GKPQv4UGL._SY88.jpg']
1,,True,"12 31, 2013",A1ZCQU1776GMR9,B0091JKY0M,{'Gift Amount:': ' 100'},Itzydog,"Booked delivery for gift cards, was suppose to be one day delivery.  Cards showed up 6 days later after I had requested refund.  I was told no way to stop refund and was told I could recharge my credit card.  Once the refund was issued it deactivated the gift cards which I didn't know until my Grandson called to tell me.  Now I am trying to have new gift cards sent for the second time they charged my credit card.  Wish they had a phone number to call.",Late delivery caused for a Sad Christmas,1388448000,
1,5,False,"05 9, 2015",A140149UCOEP3Z,B00BXLTR6S,,Jackson Klesse,Keeps saying invalid gift card number no matter what number I type or how many times I try. I didn't even know fandango until I got this gift card and now I know I hate them.,I didn't even know fandango until I got this gift card and now I know I hate them.,1431129600,
1,,True,"01 25, 2014",A23YJCEGQDVFFR,B00G4IWEZG,,M. Robbins,"I got my choice of card and amount, but it took several tries. I got verification email, but rhe card would not print and believe me, I tried for more than an hour. The link I was given took me to something called Aztek. I contacted Amazon customer service and a very nice lady couldn't figure out what was wrong, but thought I had already used the card. I told her it had never printed so of course, I hadn't used it. She promised she would credit my credit card for the charge and I won't know til I get my next credit card bill if I was charged for the card I didn't receive. Since I was house bound with a broken ankle over the holidays, I couldn't go out shopping for another gift, so I had to give cash for a gift. Disappointed is an understatement. I've gotten Amazon gift cards before with no problem, but I never will again.","I was very disappointed. Very, very disappointed.",1390608000,
1,,True,"12 17, 2017",A2LWI8M427T2Y9,B00AR51Y5I,,Yunks,Package arrive in horible condition. Looks used,One Star,1513468800,
1,,True,"06 15, 2016",A2FEVMSHH9RLRC,B0187SVX48,,R Paige Barnes,LOLOLOLOLOLOL,Really????,1465948800,
1,,True,"03 29, 2017",A3J0IVQY3JKBW,B005ESMMWW,{'Gift Amount:': ' 0'},Patricia Doherty,"You never told the person who it was from, therefore they had no idea who sent it until we were taking one day.","You never told the person who it was from, ...",1490745600,
1,,False,"01 22, 2017",A2H8NA366H0JEL,B00MV9FM9C,,Eugene Hopkins,"I was sent 2 $100 gift cards from my parents for Christmas. When I clicked on the yellow button to ""Get Gift Card"" I was sent to a blank page. Amazon customer support was a COMPLTETE waiste of time. Over 3 weeks we have been working this issue. Never any follow up. Doing my own investigation I found that the cards were never loaded with the value they were purchased for. Turns out I still need to work with AMC. Lynne from amazon finally was able to provide me with all the info needed to contact AMC",I was sent 2 $100 gift cards from my parents ...,1485043200,
1,,True,"03 27, 2014",A3929ASL9ZHFLF,B00A4EK69C,,Harlyn J. Armstrong,it wouldnt print and i spent a half hour on the phone trying to get my money back! tried to get me to download a different browser and the one i have meets all requirements,Never again,1395878400,
1,,True,"03 6, 2017",A2WT1ID38Q52F0,B0091JKVU0,{'Gift Amount:': ' 0'},PJ Smalley,Only bought these gift cards (vs a gift code) because were guaranteed by Christmas when purchased. Then the status changed about a day later. So I bought a digital code too to cover my a$$,Only bought these gift cards (vs a gift code) because ...,1488758400,
1,7,False,"12 9, 2017",A1KH49YVIMAVB4,B00XU7O7OK,,Dean B,"If their are 4 cards and each one is worth $25 , then why is the four (4) pack $129?",Look Out,1512777600,
1,3,True,"06 3, 2015",A6W4898ZCF9SH,B00MV9GKCA,,Robert,Sports Authority gave me a hard time using the gift card that showed up on my phone. I has to speak with a supervisor and then the supervisor had to call corporate all in order for me to use the electronic gift card. :(,Sports Authority gave me a hard time using the gift ...,1433289600,
1,2,True,"12 16, 2015",A20FA3PSRPGYG8,B00PMLD91O,,thaguy,"Pain in the butt gift card. Can only be used to buy certain things on amazon, cannot be used with amazon payments... truly disappointed",truly disappointed,1450224000,
1,,True,"06 7, 2018",A3BXSWGCDDSTJM,B016PASHH6,,Fernando Cury Gorodscy,"Only works for US accounts. It doesn't say it anywhere, so I lost my money and my friend got a useless gift",so I lost my money and my friend got a useless,1528329600,
1,,True,"08 22, 2017",A2BISJL8QJCQ12,B007V6ETDK,,Chris,Not for me,One Star,1503360000,
1,,True,"12 7, 2012",ADRVSPDVEF449,B005ESMJ02,{'Gift Amount:': ' 50'},Kathleen Adkins,"I needed it by this morning for a birthday present. It was the perfect gift, an Amazon gift card!
It hasn't arrived yet, and I am ready to travel to give the gift, without the gift!!:(",I needed it in one day as promised:NOT!!,1354838400,
1,5,False,"12 28, 2011",A3F7J16ZIUY6IK,B005ESMMWW,,Porfirio Sanchez,"I just receipt a Kindle Gift card and it doesn't work in the Kindle appstore....why??? I don't get the point, I buy a lot of apps to my Ipad with the itunes card.... I think it's better to have a Itunes gift card.",Doesn't work in the Kindle Appsstore,1325030400,
1,10,False,"05 5, 2015",A3FRRWKHC23IDT,B00JDQJZWG,{'Gift Amount:': ' 50'},Elizabeth Trachtman,"However, Cupcake tin was bent...front and back; I'm going to ask for replacement. It's a birthday gift.",cute idea,1430784000,
1,,False,"06 19, 2016",ARXMXQ9KBQ374,B01H5PPJT4,,Amazon Customer,Trying to get a last minute Father's Day gift but I keep getting an error. Thanks Amazon!,One Star,1466294400,
1,20,True,"12 13, 2015",ALMVHODZSF1LM,B00BXLTR6S,,JCB,"The fees associated with an online purchase, which you must make, offset any savings you might get when you buy this on sale ($20).  Better off buying a local movie theater gift card and getting your tickets in person.  It was an impulse buy, a mistake I will not make again, but it might be worth it if you use Fandango on a regular basis.","Good deal if you use Fandango, and are willing to pay the fees, but not so much for the casual movie goer.",1449964800,
1,,False,"04 5, 2015",A20J5BE2XRY4FX,B00MV9FCFQ,,JT Pike,It didn't even give me the code. just a confirmation email thanks for making me waste 25 bucks,just a confirmation email thanks for making me waste 25,1428192000,
1,,True,"01 8, 2018",A3R2QJ7CGNGWAI,B00FTJI60I,,jayne,I ordered this gave one of the cards to a friend and no money on this how embarrassing,One Star,1515369600,
1,,True,"05 31, 2014",A3LTJ22VDCATD1,B00GXSDF46,,Mom of 4,Have no idea if it was ever noticed or used  Lacked the follow up that usually happens with emailed gift cards,Not a fan,1401494400,
1,,True,"03 12, 2014",A3VATDXDT65R17,B0066AZGD4,,Marilyn Bell,"I don't know what this is?
I did receive a $25 gift certificate in January from Barbara Widtfeldt but there was nothing about uploading a photo.",What is this?,1394582400,
1,,True,"03 1, 2018",A1WFT7JSEA643B,B00MV9OO2S,,GR8FUL,Food made gift recipient I'll.,One Star,1519862400,
1,,False,"04 2, 2018",A20F5Y7EYY42JI,B004LLIKVU,{'Gift Amount:': ' 50'},Rachel Putnam,I put my card number in and it still would not work,One Star,1522627200,
1,3,True,"01 3, 2014",A21HWHOZW2I41I,B004Q7CK9M,{'Gift Amount:': ' 50'},Rebecca,"This was to be delivered as a christmas present within 24 hours.  Did not happen.  I had to go out and buy another gift instead.

Becky",Delivered Late,1388707200,
1,,True,"10 21, 2017",A1K80BNQFK5UZP,B00KV30IHG,,marjie,I am totally upset.  I did not order this gift card and now I cannot send it back since gift cards cannot  be returned.  Plusmit was placed on my credit card.  Really pissed.,I am totally upset. I did not order this ...,1508544000,
