overall,verified,reviewTime,reviewerID,reviewerName,reviewText,summary,sentiment_label,texto_limpio
2,True,"07 15, 2014",A1YXVLZKRQ3ZJE,nr danilow,"I never got a confirmation that my recipients received their cards. Worried it was money wasted. What if it went into junk mail or the recipient didn't understand that it is basically free money (maybe they are old-school and think it was a virus or something)?  Ok, yes I know this sounds paranoid but since I never received a thank you from my recipients nor any acknowledgement that the gift card were retrieved and used, I have no way of knowing if it was.

The card was easy enough to make but why can't I save a template to use on another person? I had to go through the whole process twice to send what was basically the same gift card. Also, it doesn't show up as my personalized card but as the generic amazon one in my orders and there is no way to see what was sent. It would have perhaps been nice to be copied on the email or something so I would have an idea of what my recipients saw.",How do I know if this was ever received and redeemed?! Also make it possible to see the personalized card in the order history.,1,i never got confirmation recipient received card worried money wasted what went junk mail recipient understand basically free money maybe old school think virus something ok yes i know sound paranoid since i never received thank recipient acknowledgement gift card retrieved used i way knowing the card easy enough make i save template use another person i go whole process twice send basically gift card also show personalized card generic amazon one order way see sent it would perhaps nice copied email something i would idea recipient saw
2,True,"03 28, 2018",A3J5L66NQZZ7BS,Gene Golenzer,"I intended to buy a different style gift card for $50.  It said the minimum was $25.  The next day I signed on to purchase it, and the minimum was now $200.",I intended to buy a different style gift card for ...,1,i intended buy different style gift card fifty it said minimum twenty-five the next day i signed purchase minimum two hundred
2,True,"04 9, 2014",A4LJDEI8AX2MX,cass,"Giving this a poor rating not due to Amazon but it's shipper as the birthday card and gift card came all bent up, had to dump the card and try to flatten out the gift card before putting it in another card",gift card,1,giving poor rating due amazon shipper birthday card gift card came bent dump card try flatten gift card putting another card
2,True,"01 24, 2016",A2X32D72KBH2XR,Bobflyingrc,Could not find anywhere on your site when ordering the gift certificates where to let the recipient know who the certificate was from. ,Could not find anywhere on your site when ordering the ...,1,could find anywhere site ordering gift certificate let recipient know certificate
2,True,"05 26, 2018",AI2WOW5N3X9AZ,Samuel Moses,"bought several as gifts, one had a sharp edge that cut the small child it was given to. They should quality check for that sort of thing.","bought several as gifts, one had a sharp edge ...",1,bought several gift one sharp edge cut small child given they quality check sort thing
2,True,"01 20, 2014",A1OGG2AM8AZTV0,Michael Holton,"It looked like it was made at home and not in a good way, buti it was what he wanted. I am concerned it could be inadvertly thrown away.",Looked cheap.,1,it looked like made home good way buti wanted i concerned could inadvertly thrown away
2,True,"03 16, 2018",A1IBN28RK6OFSP,Kitty Coleman,"I ordered a bunch of gift cards and when the people went to use them, they found they didn't have anything on them. I gave my father in law some cards and other members of my family as Christmas presents!!!",Worthless!,1,i ordered bunch gift card people went use found anything i gave father law card member family christmas present
2,True,"07 31, 2016",A3J4YEW4J2EIVB,Amazon Customer,"Card arrived 3 days in my email inbox after purchase. As an e-card, I expected it to arrive within the day.",Card arrived 3 days in my email inbox after purchase ...,1,card arrived three day email inbox purchase as e card i expected arrive within day
2,True,"06 23, 2015",A1HKP1Q5WNE5LX,Kate Russell,The recipient never received the email after repeated attempts so I cancelled it.,Two Stars,1,the recipient never received email repeated attempt i cancelled
2,True,"06 19, 2013",A2U98IVIY308J5,Jen,I typed in a message to be in the card and it was blank inside which was very disappointing although the card itself is nice.,Message wasn't included in the card,1,i typed message card blank inside disappointing although card nice
2,True,"10 31, 2017",A9F4OLARI36Y1,Marilyn W.,"Ordered Birthday, received congratulations",Two Stars,1,ordered birthday received congratulation
2,True,"03 27, 2017",A1YLJGIFUVGLS4,Amazon Customer,"They delivered on March 3. I asked for March 6. No big deal, but was unsure why the earlier delivery. Thank you.",They delivered on March 3. I asked for March ...,1,they delivered march three i asked march six no big deal unsure earlier delivery thank
2,True,"07 9, 2018",A3UO51B3H7FK1I,Amazon Customer,Good but maight not be good to sent electronic gift card to parents used to using real movie tickets. My parents did not use it they said they did not know how to open this and print and did not know how to use it. They gave it back to me once they printed it.,Good but maight not be good to sent electronic gift ...,1,good maight good sent electronic gift card parent used using real movie ticket my parent use said know open print know use they gave back printed
2,True,"03 15, 2013",A23763PSGBJP54,G.A.Partridge,"It is my mistake !  I mistook amazon.com to be the same as amazon.co.uk - not knowing that the former is America based and so my relative is unable to action the gift voucher for 15 english pounds because of the cost of postage!
My Visa account was debited on the 13 February.
I don't have any other details but would appreciate if you would transfer the gift voucher order to amazon.co.uk.
There must be some relationship between the organisations.
If that request is not possible please send the gift voucher to an American hospice cum hospital.
Sincerely,
Gillian Partridge","I mistook amazon.com  to be amazon.co.uk,",1,it mistake i mistook amazon com amazon co uk knowing former america based relative unable action gift voucher fifteen english pound cost postage my visa account debited thirteen february i detail would appreciate would transfer gift voucher order amazon co uk there must relationship organisation if request possible please send gift voucher american hospice cum hospital sincerely gillian partridge
